"concept_name","source_concept_id","source_vocabulary_id","source_domain_id","source_concept_class_id","standard_concept","concept_code","valid_start_date","valid_end_date","invalid_reason","target_concept_id","relationship_id","reverse_relationship_id","relationship_valid_start_date","relationship_end_date","invalid_reason_cr"
"LIVER TRANSPLANT W/O MCC","2000020422","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LIVER TRANSPLANT W/O MCC","1970-01-01","2099-12-31",,"38000892","Maps to","Mapped from","1970-01-01","2099-12-31",
"LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC","2000020423","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W CC","1970-01-01","2099-12-31",,"38001285","Maps to","Mapped from","1970-01-01","2099-12-31",
"LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC","2000020424","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W MCC","1970-01-01","2099-12-31",,"38001284","Maps to","Mapped from","1970-01-01","2099-12-31",
"LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC","2000020425","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LOCAL EXCISION & REMOVAL INT FIX DEVICES EXC HIP & FEMUR W/O CC/MCC","1970-01-01","2099-12-31",,"38001286","Maps to","Mapped from","1970-01-01","2099-12-31",
"LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC","2000020426","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LOCAL EXCISION & REMOVAL INT FIX DEVICES OF HIP & FEMUR W CC/MCC","1970-01-01","2099-12-31",,"38001287","Maps to","Mapped from","1970-01-01","2099-12-31",
"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC","2000020427","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W CC","1970-01-01","2099-12-31",,"38001282","Maps to","Mapped from","1970-01-01","2099-12-31",
"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC","2000020428","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W MCC","1970-01-01","2099-12-31",,"38001281","Maps to","Mapped from","1970-01-01","2099-12-31",
"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC","2000020429","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LOWER EXTREM & HUMER PROC EXCEPT HIP,FOOT,FEMUR W/O CC/MCC","1970-01-01","2099-12-31",,"38001283","Maps to","Mapped from","1970-01-01","2099-12-31",
"LOWER EXTREMITY & HUMERUS PROCEDURES EXCEPT HIP, FOOT, FEMUR AGE>17 COMPLICATIONS, COMORBIDITIES","2000020430","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LOWER EXTREMITY & HUMERUS PROCEDURES EXCEPT HIP, FOOT, FEMUR AGE>17 COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001281","Maps to","Mapped from","1970-01-01","2099-12-31",
"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC","2000020431","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W CC","1970-01-01","2099-12-31",,"38001523","Maps to","Mapped from","1970-01-01","2099-12-31",
"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC","2000020432","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W MCC","1970-01-01","2099-12-31",,"38001522","Maps to","Mapped from","1970-01-01","2099-12-31",
"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC","2000020433","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LYMPHOMA & LEUKEMIA W MAJOR O.R. PROCEDURE W/O CC/MCC","1970-01-01","2099-12-31",,"38001524","Maps to","Mapped from","1970-01-01","2099-12-31",
"LYMPHOMA & NON-ACUTE LEUKEMIA W CC","2000020434","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LYMPHOMA & NON-ACUTE LEUKEMIA W CC","1970-01-01","2099-12-31",,"38001540","Maps to","Mapped from","1970-01-01","2099-12-31",
"LYMPHOMA & NON-ACUTE LEUKEMIA W MCC","2000020435","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LYMPHOMA & NON-ACUTE LEUKEMIA W MCC","1970-01-01","2099-12-31",,"38001539","Maps to","Mapped from","1970-01-01","2099-12-31",
"LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC","2000020436","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LYMPHOMA & NON-ACUTE LEUKEMIA W/O CC/MCC","1970-01-01","2099-12-31",,"38001541","Maps to","Mapped from","1970-01-01","2099-12-31",
"LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC","2000020437","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W CC","1970-01-01","2099-12-31",,"38001526","Maps to","Mapped from","1970-01-01","2099-12-31",
"LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC","2000020438","mimiciv_obs_drgcodes","Observation","MS-DRG",,"LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER O.R. PROC W MCC","1970-01-01","2099-12-31",,"38001525","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR BLADDER PROCEDURES W CC","2000020439","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR BLADDER PROCEDURES W CC","1970-01-01","2099-12-31",,"38001398","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR BLADDER PROCEDURES W MCC","2000020440","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR BLADDER PROCEDURES W MCC","1970-01-01","2099-12-31",,"38001397","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR BLADDER PROCEDURES W/O CC/MCC","2000020441","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR BLADDER PROCEDURES W/O CC/MCC","1970-01-01","2099-12-31",,"38001399","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CARDIOVASC PROCEDURES W MCC","2000020442","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CARDIOVASC PROCEDURES W MCC","1970-01-01","2099-12-31",,"38001077","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CARDIOVASC PROCEDURES W/O MCC","2000020443","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CARDIOVASC PROCEDURES W/O MCC","1970-01-01","2099-12-31",,"38001078","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CARDIOVASCULAR PROCEDURES WITH COMPLICATIONS, COMORBIDITIES","2000020444","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CARDIOVASCULAR PROCEDURES WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001077","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CARDIOVASCULAR PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES","2000020445","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CARDIOVASCULAR PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001078","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST PROCEDURES","2000020446","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST PROCEDURES","1970-01-01","2099-12-31",,"38001017","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST PROCEDURES W CC","2000020447","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST PROCEDURES W CC","1970-01-01","2099-12-31",,"38001016","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST PROCEDURES W MCC","2000020448","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST PROCEDURES W MCC","1970-01-01","2099-12-31",,"38001015","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST PROCEDURES W/O CC/MCC","2000020449","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST PROCEDURES W/O CC/MCC","1970-01-01","2099-12-31",,"38001017","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST TRAUMA W CC","2000020450","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST TRAUMA W CC","1970-01-01","2099-12-31",,"38001030","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST TRAUMA WITH COMPLICATIONS, COMORBIDITIES","2000020451","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST TRAUMA WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001029","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST TRAUMA WITHOUT COMPLICATIONS, COMORBIDITIES","2000020452","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST TRAUMA WITHOUT COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001031","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST TRAUMA W MCC","2000020453","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST TRAUMA W MCC","1970-01-01","2099-12-31",,"38001029","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR CHEST TRAUMA W/O CC/MCC","2000020454","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR CHEST TRAUMA W/O CC/MCC","1970-01-01","2099-12-31",,"38001031","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR ESOPHAGEAL DISORDERS","2000020455","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR ESOPHAGEAL DISORDERS","1970-01-01","2099-12-31",,"38001180","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR ESOPHAGEAL DISORDERS W CC","2000020456","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR ESOPHAGEAL DISORDERS W CC","1970-01-01","2099-12-31",,"38001179","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR ESOPHAGEAL DISORDERS W MCC","2000020457","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR ESOPHAGEAL DISORDERS W MCC","1970-01-01","2099-12-31",,"38001178","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC","2000020458","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC","1970-01-01","2099-12-31",,"38001180","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS","2000020459","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS","1970-01-01","2099-12-31",,"38001183","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC","2000020460","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC","1970-01-01","2099-12-31",,"38001181","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC","2000020461","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC","1970-01-01","2099-12-31",,"38001183","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR HEAD & NECK PROCEDURES","2000020462","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR HEAD & NECK PROCEDURES","1970-01-01","2099-12-31",,"38000988","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE","2000020463","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR HEAD & NECK PROCEDURES W CC/MCC OR MAJOR DEVICE","1970-01-01","2099-12-31",,"38000987","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR HEAD & NECK PROCEDURES W/O CC/MCC","2000020464","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR HEAD & NECK PROCEDURES W/O CC/MCC","1970-01-01","2099-12-31",,"38000988","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC","2000020465","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W CC","1970-01-01","2099-12-31",,"38001514","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC","2000020466","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W MCC","1970-01-01","2099-12-31",,"38001513","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC","2000020467","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR HEMATOL/IMMUN DIAG EXC SICKLE CELL CRISIS & COAGUL W/O CC/MCC","1970-01-01","2099-12-31",,"38001515","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR JOINT & LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITY","2000020468","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR JOINT & LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITY","1970-01-01","2099-12-31",,"38001273","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC","2000020469","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR JOINT & LIMB REATTACHMENT PROC OF UPPER EXTREMITY W CC/MCC","1970-01-01","2099-12-31",,"38001272","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY","2000020470","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY","1970-01-01","2099-12-31",,"38001259","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC","2000020471","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC","1970-01-01","2099-12-31",,"38001258","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC","2000020472","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC","1970-01-01","2099-12-31",,"38001259","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR MALE PELVIC PROCEDURES W CC/MCC","2000020473","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR MALE PELVIC PROCEDURES W CC/MCC","1970-01-01","2099-12-31",,"38001439","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR MALE PELVIC PROCEDURES W/O CC/MCC","2000020474","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR MALE PELVIC PROCEDURES W/O CC/MCC","1970-01-01","2099-12-31",,"38001440","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR SKIN DISORDERS W MCC","2000020475","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR SKIN DISORDERS W MCC","1970-01-01","2099-12-31",,"38001357","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR SKIN DISORDERS W/O MCC","2000020476","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR SKIN DISORDERS W/O MCC","1970-01-01","2099-12-31",,"38001358","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR SMALL & LARGE BOWEL PROCEDURES W CC","2000020477","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR SMALL & LARGE BOWEL PROCEDURES W CC","1970-01-01","2099-12-31",,"38001149","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR SMALL & LARGE BOWEL PROCEDURES W CC W MAJOR GI DX","2000020478","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR SMALL & LARGE BOWEL PROCEDURES W CC W MAJOR GI DX","1970-01-01","2099-12-31",,"38001149","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR SMALL & LARGE BOWEL PROCEDURES W CC W/O MAJOR GI DX","2000020479","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR SMALL & LARGE BOWEL PROCEDURES W CC W/O MAJOR GI DX","1970-01-01","2099-12-31",,"38001150","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR SMALL & LARGE BOWEL PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES","2000020480","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR SMALL & LARGE BOWEL PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001148","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC","2000020481","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC","1970-01-01","2099-12-31",,"38001148","Maps to","Mapped from","1970-01-01","2099-12-31",
"MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC","2000020482","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC","1970-01-01","2099-12-31",,"38001150","Maps to","Mapped from","1970-01-01","2099-12-31",
"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC","2000020483","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MALIGNANCY, FEMALE REPRODUCTIVE SYSTEM W MCC","1970-01-01","2099-12-31",,"38001477","Maps to","Mapped from","1970-01-01","2099-12-31",
"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC","2000020484","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MALIGNANCY, MALE REPRODUCTIVE SYSTEM W MCC","1970-01-01","2099-12-31",,"38001451","Maps to","Mapped from","1970-01-01","2099-12-31",
"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS","2000020485","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS","1970-01-01","2099-12-31",,"38001232","Maps to","Mapped from","1970-01-01","2099-12-31",
"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC","2000020486","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC","1970-01-01","2099-12-31",,"38001231","Maps to","Mapped from","1970-01-01","2099-12-31",
"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC","2000020487","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC","1970-01-01","2099-12-31",,"38001230","Maps to","Mapped from","1970-01-01","2099-12-31",
"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC","2000020488","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC","1970-01-01","2099-12-31",,"38001232","Maps to","Mapped from","1970-01-01","2099-12-31",
"MALIGNANT BREAST DISORDERS W CC","2000020489","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MALIGNANT BREAST DISORDERS W CC","1970-01-01","2099-12-31",,"38001360","Maps to","Mapped from","1970-01-01","2099-12-31",
"MALIGNANT BREAST DISORDERS W MCC","2000020490","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MALIGNANT BREAST DISORDERS W MCC","1970-01-01","2099-12-31",,"38001359","Maps to","Mapped from","1970-01-01","2099-12-31",
"MASTECTOMY FOR MALIGNANCY W CC/MCC","2000020491","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MASTECTOMY FOR MALIGNANCY W CC/MCC","1970-01-01","2099-12-31",,"38001350","Maps to","Mapped from","1970-01-01","2099-12-31",
"Mastectomy Procedures","2000020492","mimiciv_obs_drgcodes","Observation","MS-DRG",,"Mastectomy Procedures","1970-01-01","2099-12-31",,"4286804","Maps to","Mapped from","1970-01-01","2099-12-31",
"MEDICAL BACK PROBLEMS W MCC","2000020493","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MEDICAL BACK PROBLEMS W MCC","1970-01-01","2099-12-31",,"38001325","Maps to","Mapped from","1970-01-01","2099-12-31",
"MEDICAL BACK PROBLEMS W/O MCC","2000020494","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MEDICAL BACK PROBLEMS W/O MCC","1970-01-01","2099-12-31",,"38001326","Maps to","Mapped from","1970-01-01","2099-12-31",
"MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC","2000020495","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MENSTRUAL & OTHER FEMALE REPRODUCTIVE SYSTEM DISORDERS W CC/MCC","1970-01-01","2099-12-31",,"38001483","Maps to","Mapped from","1970-01-01","2099-12-31",
"MINOR BLADDER PROCEDURES W MCC","2000020496","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MINOR BLADDER PROCEDURES W MCC","1970-01-01","2099-12-31",,"38001406","Maps to","Mapped from","1970-01-01","2099-12-31",
"MINOR SKIN DISORDERS W MCC","2000020497","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MINOR SKIN DISORDERS W MCC","1970-01-01","2099-12-31",,"38001368","Maps to","Mapped from","1970-01-01","2099-12-31",
"MINOR SKIN DISORDERS W/O MCC","2000020498","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MINOR SKIN DISORDERS W/O MCC","1970-01-01","2099-12-31",,"38001369","Maps to","Mapped from","1970-01-01","2099-12-31",
"MINOR SMALL & LARGE BOWEL PROCEDURES W CC","2000020499","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MINOR SMALL & LARGE BOWEL PROCEDURES W CC","1970-01-01","2099-12-31",,"38001164","Maps to","Mapped from","1970-01-01","2099-12-31",
"MINOR SMALL & LARGE BOWEL PROCEDURES WITH COMPLICATIONS, COMORBIDITIES","2000020500","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MINOR SMALL & LARGE BOWEL PROCEDURES WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38001163","Maps to","Mapped from","1970-01-01","2099-12-31",
"MINOR SMALL & LARGE BOWEL PROCEDURES W MCC","2000020501","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MINOR SMALL & LARGE BOWEL PROCEDURES W MCC","1970-01-01","2099-12-31",,"38001163","Maps to","Mapped from","1970-01-01","2099-12-31",
"MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC","2000020502","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC","1970-01-01","2099-12-31",,"38001165","Maps to","Mapped from","1970-01-01","2099-12-31",
"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","2000020503","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC","1970-01-01","2099-12-31",,"38001390","Maps to","Mapped from","1970-01-01","2099-12-31",
"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","2000020504","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC","1970-01-01","2099-12-31",,"38001391","Maps to","Mapped from","1970-01-01","2099-12-31",
"MISCELLANEOUS EAR, NOSE, MOUTH & THROAT PROCEDURES","2000020505","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MISCELLANEOUS EAR, NOSE, MOUTH & THROAT PROCEDURES","1970-01-01","2099-12-31",,"38000992","Maps to","Mapped from","1970-01-01","2099-12-31",
"MOUTH PROCEDURES W CC/MCC","2000020506","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MOUTH PROCEDURES W CC/MCC","1970-01-01","2099-12-31",,"38000995","Maps to","Mapped from","1970-01-01","2099-12-31",
"MOUTH PROCEDURES WITH COMPLICATIONS, COMORBIDITIES","2000020507","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MOUTH PROCEDURES WITH COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38000995","Maps to","Mapped from","1970-01-01","2099-12-31",
"MOUTH PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES","2000020508","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MOUTH PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES","1970-01-01","2099-12-31",,"38000996","Maps to","Mapped from","1970-01-01","2099-12-31",
"MOUTH PROCEDURES W/O CC/MCC","2000020509","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MOUTH PROCEDURES W/O CC/MCC","1970-01-01","2099-12-31",,"38000996","Maps to","Mapped from","1970-01-01","2099-12-31",
"MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA","2000020510","mimiciv_obs_drgcodes","Observation","MS-DRG",,"MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA","1970-01-01","2099-12-31",,"38000933","Maps to","Mapped from","1970-01-01","2099-12-31",
